0.5
0.578,0.675,0.785,0.907,1.037,1.169,1.297,1.414,1.514,1.590,1.635,1.648,1.628,1.575,1.494,1.393,1.279,1.162,1.051,0.953,0.875,0.821,0.791,0.783,0.795,0.819,0.849,0.879,0.903,0.915,0.913,0.896,0.863,0.817,0.761,0.698,0.632,0.566,0.504,0.448
0.668,0.790,0.929,1.082,1.245,1.412,1.575,1.725,1.854,1.955,2.020,2.045,2.029,1.975,1.887,1.773,1.645,1.511,1.384,1.273,1.185,1.125,1.092,1.085,1.100,1.128,1.161,1.192,1.214,1.220,1.207,1.174,1.122,1.053,0.971,0.882,0.789,0.698,0.612,0.534
0.767,0.915,1.085,1.272,1.472,1.677,1.878,2.064,2.226,2.354,2.441,2.480,2.471,2.416,2.322,2.197,2.054,1.905,1.763,1.640,1.543,1.477,1.444,1.440,1.459,1.492,1.530,1.563,1.582,1.580,1.554,1.503,1.427,1.331,1.220,1.099,0.975,0.854,0.740,0.637
0.871,1.047,1.249,1.472,1.711,1.955,2.196,2.421,2.618,2.775,2.885,2.940,2.940,2.886,2.786,2.651,2.494,2.331,2.177,2.043,1.939,1.872,1.840,1.841,1.867,1.907,1.950,1.984,2.000,1.990,1.949,1.876,1.774,1.647,1.501,1.345,1.186,1.030,0.885,0.753
0.975,1.180,1.415,1.674,1.951,2.237,2.518,2.781,3.013,3.201,3.335,3.407,3.416,3.364,3.261,3.118,2.950,2.776,2.610,2.469,2.362,2.294,2.267,2.276,2.311,2.360,2.409,2.446,2.459,2.439,2.381,2.285,2.154,1.993,1.810,1.615,1.417,1.224,1.044,0.881
1.076,1.309,1.575,1.869,2.183,2.508,2.828,3.129,3.395,3.613,3.770,3.860,3.879,3.831,3.726,3.577,3.401,3.218,3.046,2.900,2.793,2.730,2.710,2.729,2.776,2.835,2.893,2.933,2.943,2.913,2.838,2.717,2.555,2.358,2.136,1.900,1.661,1.429,1.212,1.016
1.168,1.426,1.720,2.046,2.395,2.755,3.111,3.446,3.744,3.990,4.169,4.275,4.305,4.262,4.157,4.005,3.825,3.637,3.462,3.317,3.213,3.158,3.150,3.182,3.242,3.314,3.381,3.426,3.433,3.393,3.301,3.155,2.961,2.728,2.466,2.188,1.908,1.636,1.382,1.153
1.246,1.525,1.844,2.197,2.575,2.965,3.351,3.716,4.041,4.310,4.510,4.631,4.671,4.634,4.531,4.379,4.198,4.010,3.837,3.696,3.601,3.557,3.563,3.611,3.687,3.774,3.851,3.901,3.907,3.858,3.748,3.579,3.355,3.086,2.786,2.468,2.148,1.837,1.547,1.286
1.306,1.601,1.938,2.311,2.711,3.125,3.534,3.922,4.269,4.557,4.772,4.905,4.955,4.925,4.826,4.677,4.500,4.316,4.149,4.017,3.934,3.905,3.928,3.995,4.088,4.190,4.279,4.334,4.340,4.283,4.159,3.968,3.716,3.415,3.079,2.725,2.368,2.022,1.699,1.408
1.343,1.648,1.997,2.383,2.797,3.225,3.650,4.052,4.413,4.713,4.940,5.083,5.140,5.117,5.025,4.882,4.711,4.536,4.380,4.262,4.194,4.183,4.225,4.311,4.423,4.540,4.641,4.703,4.709,4.646,4.510,4.300,4.025,3.697,3.331,2.945,2.556,2.180,1.830,1.513
1.356,1.664,2.017,2.408,2.827,3.260,3.690,4.098,4.464,4.771,5.003,5.151,5.215,5.198,5.113,4.980,4.820,4.657,4.516,4.414,4.365,4.373,4.436,4.541,4.671,4.804,4.916,4.985,4.992,4.926,4.781,4.558,4.265,3.915,3.526,3.116,2.703,2.304,1.931,1.595
1.343,1.648,1.997,2.384,2.799,3.227,3.653,4.057,4.420,4.725,4.957,5.107,5.174,5.163,5.088,4.965,4.818,4.672,4.548,4.465,4.436,4.465,4.548,4.672,4.818,4.965,5.088,5.163,5.174,5.107,4.957,4.725,4.420,4.057,3.653,3.227,2.799,2.384,1.997,1.648
1.306,1.601,1.939,2.313,2.714,3.129,3.541,3.932,4.284,4.579,4.805,4.953,5.021,5.016,4.949,4.839,4.708,4.579,4.475,4.413,4.405,4.453,4.554,4.695,4.856,5.015,5.147,5.229,5.243,5.178,5.027,4.792,4.484,4.115,3.705,3.273,2.838,2.417,2.025,1.671
1.247,1.526,1.845,2.199,2.578,2.970,3.360,3.730,4.063,4.343,4.557,4.698,4.765,4.764,4.706,4.609,4.495,4.385,4.302,4.261,4.272,4.339,4.456,4.611,4.783,4.951,5.090,5.178,5.197,5.135,4.987,4.756,4.451,4.086,3.679,3.251,2.819,2.402,2.012,1.661
1.169,1.427,1.722,2.049,2.400,2.762,3.122,3.464,3.772,4.030,4.228,4.359,4.423,4.424,4.374,4.291,4.194,4.104,4.040,4.019,4.048,4.131,4.261,4.425,4.605,4.778,4.922,5.014,5.038,4.982,4.841,4.619,4.324,3.971,3.577,3.162,2.743,2.338,1.960,1.619
1.077,1.310,1.576,1.872,2.189,2.516,2.841,3.149,3.426,3.659,3.838,3.956,4.013,4.016,3.974,3.904,3.823,3.752,3.707,3.703,3.748,3.842,3.981,4.151,4.334,4.509,4.654,4.749,4.777,4.729,4.599,4.391,4.113,3.779,3.406,3.012,2.615,2.231,1.873,1.549
0.976,1.182,1.417,1.678,1.957,2.246,2.532,2.803,3.047,3.251,3.407,3.510,3.561,3.563,3.528,3.469,3.404,3.350,3.322,3.333,3.389,3.491,3.634,3.805,3.987,4.160,4.304,4.400,4.432,4.392,4.276,4.086,3.830,3.522,3.177,2.812,2.444,2.088,1.755,1.455
0.871,1.048,1.251,1.476,1.716,1.965,2.211,2.443,2.652,2.826,2.959,3.046,3.088,3.089,3.060,3.012,2.960,2.920,2.906,2.928,2.993,3.099,3.242,3.409,3.585,3.753,3.892,3.987,4.024,3.993,3.891,3.722,3.493,3.215,2.903,2.572,2.239,1.916,1.614,1.342
0.768,0.916,1.087,1.275,1.477,1.686,1.892,2.086,2.260,2.404,2.514,2.584,2.617,2.617,2.592,2.552,2.512,2.485,2.481,2.512,2.580,2.686,2.824,2.984,3.152,3.310,3.443,3.535,3.574,3.553,3.467,3.321,3.120,2.875,2.600,2.307,2.012,1.726,1.458,1.216
0.669,0.791,0.930,1.085,1.250,1.420,1.588,1.746,1.886,2.002,2.089,2.144,2.168,2.165,2.143,2.111,2.080,2.062,2.067,2.102,2.171,2.273,2.404,2.553,2.708,2.855,2.979,3.067,3.108,3.094,3.025,2.902,2.730,2.520,2.283,2.031,1.775,1.527,1.295,1.085
0.579,0.676,0.787,0.910,1.041,1.176,1.309,1.434,1.544,1.633,1.699,1.740,1.755,1.750,1.730,1.703,1.680,1.669,1.679,1.716,1.782,1.878,1.998,2.133,2.274,2.408,2.522,2.604,2.645,2.640,2.586,2.485,2.343,2.167,1.967,1.754,1.538,1.329,1.132,0.955
0.499,0.574,0.660,0.755,0.857,0.960,1.062,1.157,1.240,1.306,1.354,1.381,1.390,1.382,1.363,1.341,1.323,1.317,1.329,1.365,1.427,1.514,1.621,1.742,1.868,1.987,2.089,2.164,2.205,2.206,2.166,2.087,1.972,1.829,1.665,1.490,1.312,1.139,0.976,0.830
0.431,0.487,0.552,0.623,0.698,0.775,0.851,0.920,0.980,1.026,1.058,1.075,1.077,1.067,1.049,1.030,1.016,1.013,1.026,1.059,1.115,1.192,1.286,1.391,1.500,1.604,1.694,1.762,1.801,1.808,1.781,1.720,1.631,1.517,1.387,1.246,1.103,0.964,0.833,0.714
0.375,0.415,0.462,0.513,0.567,0.622,0.675,0.724,0.764,0.795,0.814,0.822,0.818,0.806,0.790,0.773,0.761,0.760,0.772,0.802,0.850,0.916,0.997,1.087,1.180,1.269,1.347,1.407,1.445,1.455,1.438,1.395,1.327,1.240,1.139,1.029,0.917,0.807,0.705,0.612
0.330,0.358,0.390,0.425,0.462,0.499,0.535,0.566,0.592,0.610,0.619,0.620,0.613,0.600,0.584,0.569,0.559,0.558,0.569,0.594,0.635,0.690,0.757,0.833,0.911,0.986,1.053,1.105,1.139,1.153,1.144,1.114,1.065,1.001,0.925,0.842,0.756,0.673,0.594,0.523
0.296,0.314,0.335,0.357,0.381,0.405,0.427,0.445,0.459,0.468,0.470,0.465,0.455,0.442,0.427,0.413,0.404,0.403,0.412,0.433,0.466,0.511,0.566,0.628,0.692,0.755,0.811,0.856,0.887,0.902,0.900,0.881,0.847,0.801,0.746,0.685,0.622,0.560,0.502,0.449
0.271,0.282,0.294,0.307,0.321,0.335,0.346,0.356,0.361,0.363,0.360,0.352,0.340,0.327,0.312,0.300,0.292,0.290,0.297,0.313,0.340,0.376,0.420,0.470,0.522,0.573,0.619,0.657,0.685,0.700,0.703,0.693,0.671,0.640,0.601,0.558,0.514,0.469,0.428,0.389
0.253,0.259,0.265,0.272,0.279,0.285,0.290,0.292,0.292,0.289,0.282,0.273,0.261,0.247,0.234,0.223,0.215,0.213,0.218,0.230,0.251,0.279,0.314,0.353,0.395,0.435,0.473,0.505,0.529,0.544,0.550,0.546,0.533,0.513,0.488,0.459,0.429,0.398,0.369,0.343
0.242,0.244,0.246,0.248,0.250,0.251,0.251,0.250,0.246,0.240,0.232,0.221,0.209,0.197,0.185,0.174,0.167,0.165,0.167,0.177,0.192,0.214,0.241,0.271,0.304,0.336,0.366,0.393,0.413,0.428,0.435,0.435,0.429,0.418,0.402,0.384,0.364,0.344,0.325,0.308
0.235,0.234,0.234,0.233,0.232,0.231,0.228,0.223,0.218,0.210,0.201,0.191,0.179,0.168,0.157,0.148,0.141,0.138,0.140,0.146,0.158,0.174,0.194,0.217,0.242,0.268,0.292,0.313,0.331,0.344,0.352,0.355,0.354,0.348,0.340,0.329,0.317,0.305,0.293,0.282
