0.75
0.497,0.628,0.779,0.945,1.125,1.311,1.498,1.676,1.838,1.976,2.081,2.150,2.177,2.164,2.111,2.024,1.909,1.776,1.632,1.487,1.347,1.219,1.107,1.011,0.930,0.862,0.804,0.751,0.699,0.646,0.590,0.531,0.469,0.406,0.343,0.283,0.228,0.178,0.136,0.101
0.603,0.763,0.945,1.148,1.366,1.592,1.818,2.035,2.232,2.399,2.528,2.611,2.646,2.631,2.568,2.465,2.330,2.172,2.003,1.833,1.672,1.525,1.397,1.289,1.200,1.125,1.059,0.998,0.937,0.871,0.800,0.723,0.640,0.555,0.470,0.388,0.313,0.245,0.187,0.139
0.717,0.908,1.125,1.366,1.625,1.894,2.163,2.421,2.655,2.854,3.008,3.108,3.150,3.134,3.062,2.943,2.786,2.604,2.410,2.217,2.034,1.870,1.730,1.612,1.516,1.436,1.365,1.297,1.226,1.146,1.057,0.958,0.850,0.739,0.626,0.518,0.418,0.328,0.251,0.187
0.836,1.058,1.311,1.592,1.893,2.207,2.521,2.822,3.095,3.328,3.507,3.625,3.675,3.658,3.578,3.443,3.266,3.061,2.843,2.628,2.427,2.249,2.098,1.975,1.876,1.794,1.720,1.646,1.565,1.470,1.361,1.237,1.100,0.957,0.813,0.673,0.543,0.427,0.327,0.243
0.955,1.208,1.497,1.818,2.162,2.520,2.879,3.222,3.535,3.801,4.007,4.142,4.201,4.185,4.096,3.947,3.751,3.525,3.287,3.053,2.838,2.650,2.494,2.370,2.272,2.191,2.117,2.039,1.948,1.839,1.707,1.555,1.386,1.207,1.026,0.850,0.687,0.540,0.413,0.308
1.069,1.352,1.675,2.034,2.419,2.820,3.221,3.606,3.956,4.254,4.485,4.637,4.706,4.690,4.595,4.434,4.222,3.979,3.724,3.476,3.251,3.059,2.903,2.783,2.690,2.615,2.544,2.464,2.365,2.240,2.085,1.903,1.699,1.482,1.261,1.046,0.845,0.664,0.509,0.379
1.172,1.482,1.836,2.229,2.652,3.092,3.531,3.953,4.337,4.664,4.918,5.087,5.165,5.150,5.051,4.880,4.656,4.400,4.133,3.878,3.649,3.457,3.307,3.196,3.114,3.049,2.984,2.905,2.799,2.659,2.481,2.268,2.028,1.770,1.507,1.251,1.011,0.795,0.609,0.454
1.258,1.592,1.972,2.395,2.849,3.321,3.793,4.246,4.659,5.011,5.285,5.468,5.553,5.541,5.439,5.263,5.031,4.767,4.495,4.237,4.010,3.825,3.686,3.589,3.522,3.469,3.414,3.338,3.227,3.073,2.874,2.631,2.355,2.057,1.753,1.455,1.176,0.926,0.709,0.529
1.324,1.675,2.076,2.520,2.998,3.495,3.992,4.469,4.904,5.275,5.564,5.758,5.851,5.841,5.739,5.560,5.325,5.059,4.787,4.533,4.314,4.141,4.018,3.938,3.889,3.852,3.808,3.738,3.625,3.460,3.240,2.970,2.661,2.326,1.983,1.647,1.332,1.049,0.804,0.599
1.365,1.727,2.140,2.598,3.091,3.604,4.117,4.609,5.057,5.440,5.740,5.942,6.039,6.033,5.933,5.755,5.521,5.258,4.992,4.747,4.541,4.385,4.281,4.221,4.192,4.173,4.142,4.078,3.965,3.792,3.556,3.263,2.926,2.559,2.183,1.813,1.467,1.155,0.885,0.660
1.380,1.745,2.162,2.625,3.123,3.641,4.159,4.656,5.110,5.498,5.801,6.006,6.107,6.104,6.008,5.834,5.607,5.353,5.098,4.867,4.677,4.540,4.457,4.418,4.409,4.408,4.390,4.335,4.223,4.045,3.798,3.489,3.130,2.740,2.337,1.942,1.571,1.238,0.949,0.707
1.366,1.727,2.140,2.598,3.091,3.604,4.117,4.609,5.059,5.443,5.744,5.949,6.051,6.051,5.960,5.794,5.577,5.336,5.096,4.882,4.712,4.595,4.532,4.514,4.524,4.539,4.534,4.487,4.380,4.201,3.948,3.630,3.258,2.853,2.434,2.023,1.637,1.290,0.989,0.737
1.324,1.675,2.076,2.520,2.998,3.495,3.993,4.471,4.907,5.280,5.573,5.773,5.873,5.876,5.792,5.636,5.433,5.207,4.986,4.791,4.641,4.545,4.501,4.501,4.527,4.556,4.562,4.524,4.422,4.246,3.994,3.674,3.299,2.890,2.466,2.050,1.660,1.307,1.002,0.748
1.258,1.592,1.972,2.395,2.849,3.321,3.795,4.249,4.663,5.019,5.297,5.488,5.585,5.590,5.513,5.370,5.182,4.975,4.773,4.600,4.470,4.391,4.365,4.379,4.417,4.456,4.471,4.440,4.345,4.176,3.931,3.618,3.250,2.847,2.431,2.021,1.636,1.289,0.988,0.737
1.172,1.482,1.836,2.230,2.653,3.092,3.533,3.956,4.342,4.673,4.933,5.112,5.203,5.210,5.140,5.010,4.840,4.653,4.472,4.318,4.207,4.145,4.131,4.155,4.201,4.247,4.268,4.244,4.157,3.998,3.765,3.466,3.115,2.729,2.331,1.938,1.569,1.236,0.948,0.707
1.069,1.352,1.675,2.034,2.420,2.821,3.223,3.609,3.961,4.264,4.501,4.665,4.749,4.756,4.694,4.578,4.425,4.259,4.099,3.965,3.870,3.821,3.816,3.846,3.895,3.943,3.967,3.948,3.870,3.724,3.509,3.231,2.904,2.545,2.173,1.807,1.463,1.153,0.884,0.659
0.955,1.208,1.497,1.818,2.163,2.521,2.881,3.226,3.541,3.811,4.024,4.170,4.246,4.253,4.199,4.096,3.962,3.815,3.676,3.559,3.479,3.439,3.440,3.471,3.520,3.566,3.591,3.576,3.507,3.376,3.181,2.930,2.634,2.309,1.971,1.640,1.327,1.046,0.802,0.598
0.836,1.058,1.311,1.592,1.894,2.208,2.523,2.825,3.101,3.338,3.524,3.652,3.719,3.725,3.678,3.589,3.473,3.345,3.224,3.124,3.055,3.023,3.025,3.055,3.100,3.142,3.165,3.153,3.093,2.977,2.806,2.585,2.324,2.037,1.740,1.447,1.171,0.923,0.708,0.528
0.718,0.908,1.125,1.366,1.625,1.895,2.165,2.424,2.661,2.864,3.024,3.134,3.191,3.197,3.156,3.080,2.980,2.871,2.767,2.681,2.622,2.594,2.596,2.622,2.660,2.697,2.717,2.706,2.654,2.555,2.409,2.219,1.994,1.748,1.493,1.242,1.005,0.792,0.607,0.453
0.603,0.763,0.946,1.148,1.366,1.593,1.820,2.038,2.237,2.408,2.542,2.634,2.682,2.687,2.653,2.588,2.503,2.411,2.322,2.249,2.198,2.173,2.174,2.194,2.225,2.254,2.270,2.261,2.217,2.134,2.011,1.852,1.665,1.459,1.246,1.036,0.839,0.661,0.507,0.378
0.497,0.628,0.779,0.946,1.125,1.312,1.499,1.678,1.842,1.983,2.094,2.169,2.209,2.212,2.183,2.129,2.059,1.981,1.907,1.845,1.801,1.778,1.776,1.790,1.813,1.836,1.847,1.839,1.802,1.734,1.634,1.505,1.352,1.185,1.012,0.841,0.681,0.537,0.411,0.307
0.401,0.507,0.628,0.763,0.908,1.059,1.210,1.354,1.487,1.600,1.689,1.750,1.782,1.784,1.760,1.716,1.657,1.593,1.532,1.479,1.441,1.420,1.416,1.425,1.440,1.456,1.464,1.455,1.426,1.371,1.291,1.189,1.068,0.936,0.799,0.664,0.538,0.424,0.325,0.242
0.317,0.401,0.497,0.603,0.718,0.837,0.956,1.071,1.175,1.265,1.335,1.383,1.408,1.409,1.390,1.354,1.306,1.254,1.204,1.160,1.128,1.108,1.102,1.105,1.115,1.125,1.129,1.122,1.098,1.055,0.993,0.914,0.821,0.719,0.614,0.510,0.413,0.325,0.249,0.186
0.245,0.310,0.385,0.467,0.556,0.648,0.741,0.829,0.910,0.980,1.034,1.071,1.090,1.091,1.075,1.046,1.008,0.967,0.926,0.890,0.862,0.844,0.836,0.837,0.842,0.847,0.849,0.842,0.823,0.790,0.743,0.683,0.614,0.537,0.459,0.381,0.308,0.243,0.186,0.138
0.186,0.235,0.292,0.354,0.422,0.492,0.562,0.629,0.691,0.743,0.785,0.813,0.827,0.827,0.814,0.792,0.762,0.729,0.696,0.667,0.644,0.628,0.620,0.618,0.619,0.622,0.621,0.615,0.600,0.575,0.541,0.497,0.446,0.391,0.333,0.277,0.224,0.176,0.135,0.100
0.138,0.175,0.217,0.263,0.314,0.366,0.418,0.468,0.514,0.553,0.583,0.604,0.614,0.614,0.604,0.587,0.564,0.538,0.513,0.490,0.471,0.457,0.449,0.445,0.444,0.444,0.443,0.437,0.426,0.408,0.383,0.352,0.316,0.276,0.235,0.195,0.158,0.124,0.095,0.071
0.100,0.127,0.158,0.192,0.228,0.266,0.304,0.341,0.374,0.402,0.425,0.440,0.447,0.446,0.439,0.426,0.409,0.389,0.369,0.351,0.336,0.325,0.317,0.313,0.311,0.310,0.307,0.303,0.294,0.281,0.264,0.242,0.217,0.190,0.162,0.134,0.108,0.085,0.065,0.048
0.071,0.091,0.112,0.137,0.163,0.190,0.217,0.243,0.267,0.287,0.303,0.313,0.318,0.318,0.312,0.303,0.290,0.275,0.261,0.247,0.235,0.226,0.219,0.215,0.212,0.210,0.208,0.204,0.198,0.189,0.177,0.162,0.145,0.127,0.108,0.089,0.072,0.057,0.043,0.032
0.050,0.063,0.078,0.095,0.114,0.133,0.152,0.170,0.186,0.200,0.211,0.219,0.222,0.222,0.218,0.211,0.201,0.191,0.180,0.170,0.160,0.153,0.148,0.144,0.141,0.139,0.137,0.134,0.129,0.123,0.115,0.105,0.094,0.082,0.070,0.058,0.047,0.037,0.028,0.020
0.034,0.043,0.053,0.065,0.078,0.091,0.104,0.116,0.127,0.137,0.145,0.150,0.152,0.151,0.149,0.144,0.137,0.129,0.121,0.114,0.107,0.102,0.097,0.094,0.092,0.090,0.088,0.085,0.082,0.078,0.073,0.067,0.059,0.052,0.044,0.036,0.029,0.023,0.017,0.013
