1.0
0.109,0.152,0.207,0.276,0.360,0.462,0.582,0.722,0.880,1.056,1.246,1.447,1.655,1.862,2.062,2.248,2.413,2.549,2.651,2.714,2.735,2.714,2.651,2.549,2.413,2.248,2.062,1.862,1.655,1.447,1.246,1.056,0.880,0.722,0.582,0.462,0.360,0.276,0.207,0.152
0.128,0.178,0.242,0.322,0.420,0.538,0.678,0.839,1.023,1.227,1.447,1.681,1.921,2.161,2.394,2.610,2.801,2.959,3.077,3.150,3.175,3.150,3.077,2.959,2.801,2.610,2.394,2.161,1.921,1.681,1.447,1.227,1.023,0.839,0.678,0.538,0.420,0.322,0.242,0.178
0.148,0.205,0.278,0.369,0.481,0.616,0.775,0.960,1.170,1.402,1.655,1.921,2.196,2.470,2.735,2.982,3.200,3.381,3.516,3.599,3.628,3.599,3.516,3.381,3.200,2.982,2.735,2.470,2.196,1.921,1.655,1.402,1.170,0.960,0.775,0.616,0.481,0.369,0.278,0.205
0.168,0.232,0.314,0.416,0.542,0.694,0.873,1.081,1.317,1.578,1.862,2.161,2.470,2.779,3.077,3.354,3.599,3.802,3.954,4.048,4.080,4.048,3.954,3.802,3.599,3.354,3.077,2.779,2.470,2.161,1.862,1.578,1.317,1.081,0.873,0.694,0.542,0.416,0.314,0.232
0.187,0.258,0.349,0.462,0.601,0.769,0.968,1.198,1.459,1.748,2.062,2.394,2.735,3.077,3.407,3.714,3.985,4.210,4.378,4.482,4.517,4.482,4.378,4.210,3.985,3.714,3.407,3.077,2.735,2.394,2.062,1.748,1.459,1.198,0.968,0.769,0.601,0.462,0.349,0.258
0.205,0.283,0.381,0.505,0.656,0.839,1.056,1.306,1.591,1.906,2.248,2.610,2.982,3.354,3.714,4.048,4.344,4.589,4.772,4.885,4.924,4.885,4.772,4.589,4.344,4.048,3.714,3.354,2.982,2.610,2.248,1.906,1.591,1.306,1.056,0.839,0.656,0.505,0.381,0.283
0.221,0.304,0.410,0.542,0.705,0.901,1.134,1.402,1.707,2.046,2.413,2.801,3.200,3.599,3.985,4.344,4.661,4.924,5.120,5.242,5.283,5.242,5.120,4.924,4.661,4.344,3.985,3.599,3.200,2.801,2.413,2.046,1.707,1.402,1.134,0.901,0.705,0.542,0.410,0.304
0.234,0.322,0.433,0.573,0.745,0.953,1.198,1.482,1.804,2.161,2.549,2.959,3.381,3.802,4.210,4.589,4.924,5.201,5.409,5.538,5.581,5.538,5.409,5.201,4.924,4.589,4.210,3.802,3.381,2.959,2.549,2.161,1.804,1.482,1.198,0.953,0.745,0.573,0.433,0.322
0.244,0.335,0.451,0.597,0.775,0.991,1.246,1.541,1.876,2.248,2.651,3.077,3.516,3.954,4.378,4.772,5.120,5.409,5.625,5.759,5.804,5.759,5.625,5.409,5.120,4.772,4.378,3.954,3.516,3.077,2.651,2.248,1.876,1.541,1.246,0.991,0.775,0.597,0.451,0.335
0.250,0.343,0.462,0.611,0.794,1.015,1.276,1.578,1.921,2.302,2.714,3.150,3.599,4.048,4.482,4.885,5.242,5.538,5.759,5.895,5.942,5.895,5.759,5.538,5.242,4.885,4.482,4.048,3.599,3.150,2.714,2.302,1.921,1.578,1.276,1.015,0.794,0.611,0.462,0.343
0.252,0.346,0.466,0.616,0.800,1.023,1.286,1.591,1.936,2.320,2.735,3.175,3.628,4.080,4.517,4.924,5.283,5.581,5.804,5.942,5.988,5.942,5.804,5.581,5.283,4.924,4.517,4.080,3.628,3.175,2.735,2.320,1.936,1.591,1.286,1.023,0.800,0.616,0.466,0.346
0.250,0.343,0.462,0.611,0.794,1.015,1.276,1.578,1.921,2.302,2.714,3.150,3.599,4.048,4.482,4.885,5.242,5.538,5.759,5.895,5.942,5.895,5.759,5.538,5.242,4.885,4.482,4.048,3.599,3.150,2.714,2.302,1.921,1.578,1.276,1.015,0.794,0.611,0.462,0.343
0.244,0.335,0.451,0.597,0.775,0.991,1.246,1.541,1.876,2.248,2.651,3.077,3.516,3.954,4.378,4.772,5.120,5.409,5.625,5.759,5.804,5.759,5.625,5.409,5.120,4.772,4.378,3.954,3.516,3.077,2.651,2.248,1.876,1.541,1.246,0.991,0.775,0.597,0.451,0.335
0.234,0.322,0.433,0.573,0.745,0.953,1.198,1.482,1.804,2.161,2.549,2.959,3.381,3.802,4.210,4.589,4.924,5.201,5.409,5.538,5.581,5.538,5.409,5.201,4.924,4.589,4.210,3.802,3.381,2.959,2.549,2.161,1.804,1.482,1.198,0.953,0.745,0.573,0.433,0.322
0.221,0.304,0.410,0.542,0.705,0.901,1.134,1.402,1.707,2.046,2.413,2.801,3.200,3.599,3.985,4.344,4.661,4.924,5.120,5.242,5.283,5.242,5.120,4.924,4.661,4.344,3.985,3.599,3.200,2.801,2.413,2.046,1.707,1.402,1.134,0.901,0.705,0.542,0.410,0.304
0.205,0.283,0.381,0.505,0.656,0.839,1.056,1.306,1.591,1.906,2.248,2.610,2.982,3.354,3.714,4.048,4.344,4.589,4.772,4.885,4.924,4.885,4.772,4.589,4.344,4.048,3.714,3.354,2.982,2.610,2.248,1.906,1.591,1.306,1.056,0.839,0.656,0.505,0.381,0.283
0.187,0.258,0.349,0.462,0.601,0.769,0.968,1.198,1.459,1.748,2.062,2.394,2.735,3.077,3.407,3.714,3.985,4.210,4.378,4.482,4.517,4.482,4.378,4.210,3.985,3.714,3.407,3.077,2.735,2.394,2.062,1.748,1.459,1.198,0.968,0.769,0.601,0.462,0.349,0.258
0.168,0.232,0.314,0.416,0.542,0.694,0.873,1.081,1.317,1.578,1.862,2.161,2.470,2.779,3.077,3.354,3.599,3.802,3.954,4.048,4.080,4.048,3.954,3.802,3.599,3.354,3.077,2.779,2.470,2.161,1.862,1.578,1.317,1.081,0.873,0.694,0.542,0.416,0.314,0.232
0.148,0.205,0.278,0.369,0.481,0.616,0.775,0.960,1.170,1.402,1.655,1.921,2.196,2.470,2.735,2.982,3.200,3.381,3.516,3.599,3.628,3.599,3.516,3.381,3.200,2.982,2.735,2.470,2.196,1.921,1.655,1.402,1.170,0.960,0.775,0.616,0.481,0.369,0.278,0.205
0.128,0.178,0.242,0.322,0.420,0.538,0.678,0.839,1.023,1.227,1.447,1.681,1.921,2.161,2.394,2.610,2.801,2.959,3.077,3.150,3.175,3.150,3.077,2.959,2.801,2.610,2.394,2.161,1.921,1.681,1.447,1.227,1.023,0.839,0.678,0.538,0.420,0.322,0.242,0.178
0.109,0.152,0.207,0.276,0.360,0.462,0.582,0.722,0.880,1.056,1.246,1.447,1.655,1.862,2.062,2.248,2.413,2.549,2.651,2.714,2.735,2.714,2.651,2.549,2.413,2.248,2.062,1.862,1.655,1.447,1.246,1.056,0.880,0.722,0.582,0.462,0.360,0.276,0.207,0.152
0.091,0.127,0.174,0.232,0.304,0.390,0.493,0.611,0.745,0.894,1.056,1.227,1.402,1.578,1.748,1.906,2.046,2.161,2.248,2.302,2.320,2.302,2.248,2.161,2.046,1.906,1.748,1.578,1.402,1.227,1.056,0.894,0.745,0.611,0.493,0.390,0.304,0.232,0.174,0.127
0.074,0.104,0.143,0.192,0.252,0.324,0.410,0.509,0.621,0.745,0.880,1.023,1.170,1.317,1.459,1.591,1.707,1.804,1.876,1.921,1.936,1.921,1.876,1.804,1.707,1.591,1.459,1.317,1.170,1.023,0.880,0.745,0.621,0.509,0.410,0.324,0.252,0.192,0.143,0.104
0.059,0.084,0.116,0.156,0.205,0.265,0.335,0.416,0.509,0.611,0.722,0.839,0.960,1.081,1.198,1.306,1.402,1.482,1.541,1.578,1.591,1.578,1.541,1.482,1.402,1.306,1.198,1.081,0.960,0.839,0.722,0.611,0.509,0.416,0.335,0.265,0.205,0.156,0.116,0.084
0.045,0.066,0.092,0.124,0.164,0.212,0.269,0.335,0.410,0.493,0.582,0.678,0.775,0.873,0.968,1.056,1.134,1.198,1.246,1.276,1.286,1.276,1.246,1.198,1.134,1.056,0.968,0.873,0.775,0.678,0.582,0.493,0.410,0.335,0.269,0.212,0.164,0.124,0.092,0.066
0.034,0.050,0.071,0.097,0.128,0.167,0.212,0.265,0.324,0.390,0.462,0.538,0.616,0.694,0.769,0.839,0.901,0.953,0.991,1.015,1.023,1.015,0.991,0.953,0.901,0.839,0.769,0.694,0.616,0.538,0.462,0.390,0.324,0.265,0.212,0.167,0.128,0.097,0.071,0.050
0.024,0.037,0.053,0.073,0.098,0.128,0.164,0.205,0.252,0.304,0.360,0.420,0.481,0.542,0.601,0.656,0.705,0.745,0.775,0.794,0.800,0.794,0.775,0.745,0.705,0.656,0.601,0.542,0.481,0.420,0.360,0.304,0.252,0.205,0.164,0.128,0.098,0.073,0.053,0.037
0.016,0.026,0.038,0.054,0.073,0.097,0.124,0.156,0.192,0.232,0.276,0.322,0.369,0.416,0.462,0.505,0.542,0.573,0.597,0.611,0.616,0.611,0.597,0.573,0.542,0.505,0.462,0.416,0.369,0.322,0.276,0.232,0.192,0.156,0.124,0.097,0.073,0.054,0.038,0.026
0.009,0.017,0.026,0.038,0.053,0.071,0.092,0.116,0.143,0.174,0.207,0.242,0.278,0.314,0.349,0.381,0.410,0.433,0.451,0.462,0.466,0.462,0.451,0.433,0.410,0.381,0.349,0.314,0.278,0.242,0.207,0.174,0.143,0.116,0.092,0.071,0.053,0.038,0.026,0.017
0.004,0.010,0.017,0.026,0.037,0.050,0.066,0.084,0.104,0.127,0.152,0.178,0.205,0.232,0.258,0.283,0.304,0.322,0.335,0.343,0.346,0.343,0.335,0.322,0.304,0.283,0.258,0.232,0.205,0.178,0.152,0.127,0.104,0.084,0.066,0.050,0.037,0.026,0.017,0.010
